SUBJECT,SUBJECT_DESC,CRSE_TITLE,CRSE_NUMB,COURSE_DESC,PREREQ,CREDIT_HOURS,DISTRIBUTION,,
SC,Science,Pathophysiology for Paramedics,127,"This course will focus on an in-depth understanding of the mechanism of human body function and pathophysiology.  An orientation to disease as disordered physiology enables the student to understand how and why the symptoms of various conditions appear. In this course, the normal function of each organ system is summarized followed by a discussion of a number of major diseases within each system with particular emphasis on how signs and symptoms of the selected diseases are produced by disordered physiology. Prerequisite: SC 118. NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
SC,Science,Physical Science,130,"This course concentrates on the central concepts of the four physical sciences:  Physics, Chemistry, Earth Science, and Astronomy.  A conceptual approach is taken using equations to demonstrate the connection between theory and practical concepts rather than being used as a number-crunching tool.  Qualitative or conceptual exercises will be emphasized over math-based quantitative problems to illustrate these concepts. Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,Physics I,133,"This course explores the properties of matter, kinematics, linear dynamics, statics, work, conservation of energy and momentum, collisions, gravitation, rotational kinematics and dynamics, equilibrium, simple harmonic motion, waves and sound.  The topics of college physics are presented in a traditional sequence through both lecture and laboratory experiences, while introducing 'relative and modern physics' early and frequently to demonstrate that physics is a relevant expanding science for students planning a career in medicine, dentistry, physical therapy, research, teaching, engineering and other technical professional fields.  Skill in elementary algebra is recommended. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Physics II,134,"This course is a continuation of SC 133, including the study of electricity, magnetism, electromagnetic oscillations, geometrical and physical optics.  As with SC 133, the topics are presented in a traditional sequence through both lecture and laboratory experiences.  Prerequisite:  SC 133 or equivalent.  Note:  Offered Spring semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Field Biol & Natural History,137,"This course is primarily designed for the non-science student who wants to explore the natural world around us.  A large portion of time is spent in HCCC's Nature Center or on field trips.  The student will gain an appreciation of general ecology, geology, natural history of plants and animals, techniques for identifying, collecting and processing major groups of organisms, orienteering and GIS/GPS. Contact Hours: (2,4)",,4,Natural/Social Science,,
SC,Science,Evol and the Human Condition,139,"This course is designed to introduce students to the theory of evolution and its applications to the human lifestyle.  It will cover basic evolutionary principles and the significance of evolution throughout the history of life.  Topics covered include: evidence of evolution, Darwin's theory of natural selection, heredity, mutation, speciation, the history of life, extinction and cultural evolution.  The course cumulates with discussion of how evolution has influenced human lifestyle including human social behavior, puberty, reproduction, nutrition and disease. Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,Fund of Biology I,141,"This course is designed primarily for the student not enrolled in the LAS: Science program. This general biology course serves as an introduction covering the sphere of life, its origin, diversity and interrelationships with the environment, the language of life and the transmission of information, and the evolution of life. This study emphasizes the unifying themes that support the network of life and the scientific process through scientific inquiry. Students may not receive credit for both this course and SC 155. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Fund of Biology II,142,"This course is designed primarily for the student not enrolled in the LAS: Science program. This course continues the introduction to college biology covering the systems of life, including energy capture and use, organ systems, reproduction and development and behavior. Prerequisite: SC 141. Students may not receive credit for both this course and SC 156. NOTE: Offered spring semesters only. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Animal Biology,143,"This introductory study of the Animal Kingdom covers the anatomy, physiology, evolution and ecology of the major vertebrate and invertebrate groups.  Recommended prerequisite:  SC 141 or SC 155. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Fundamentals of Ecotourism,144,"This is an introductory course in the fundamentals of ecotourism. The class reviews the ecotourism and environmental tourist category within the tourism industry and issues such as site planning and development, operator obligations and best practice, strategic management and the role of indigenous communities have become crucial professional and industry considerations. Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,Plant Biology I-Botany,145,"This course is designed to introduce the principles of botany including plant structure, function, growth, reproduction and ecology. The evolution of the Plant Kingdom is considered, along with a survey of present Plant Divisions and an introduction to plant identification.  Prerequisite: SC 141 or SC 155. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,The Science of Cooking,147,"This course uses common food preparation techniques to introduce students to scientific principles.  Students will find answers to why recipes contain certain ingredients, why eggs solidify when cooked, why foods are prepared certain ways, as well as many other food related science questions. Laboratory experiments performed by cooking common foods in the kitchen will illustrate the impact of physical or chemical changes in a food system on the flavor, texture and appearance of the food.  Important concepts and terminology related to the chemistry behind proteins, fats, carbohydrates, beverages and other food products will be developed throughout the course.  No science background is necessary to take this course and it is designed for non-science majors that want to explore science through foods. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Forensic Science I,150,"This course examines the collection, preservation, analysis and interpretation of physical evidence of various types, including forensic photography, latent fingerprints, foot prints, tire tracks, firearms identification, tool marks, glass fracture, questioned documents and ink identification. The function of the crime laboratory and the use of the criminalist as an expert witness will also be discussed. The course is designed to aid in the training of potential investigators and those interested in pursuing a forensic science career. It does not qualify the student as a criminalist. Criminal Justice A.S. students only. Prerequisite:  High School Regents Chemistry or College Chemistry. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Fundamentals of Genetics,151,"This is an introductory course in the fundamentals of genetics. The class conveys the basic processes of gene transmission, regulation, mutation and expression for the liberal arts student. Students learn about the social and historical importance of genetics as well as the future implications for humans. Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,General Chemistry I,153,"This course is designed primarily for the student enrolled in the LAS: Science program.  This course covers fundamental chemical and physical properties of matter, stoichiometry, chemical reactions, solutions, atomic structure and bonding, properties of gases, liquids and solids, molecular interactive forces, and other chemistry-related topics. The accompanying laboratory illustrates some of the principles learned in lecture and emphasizes general laboratory techniques. Students may not receive credit for both this course and SC 120 or SC 125. NOTE: Offered fall semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,General Chemistry II,154,"This course is designed primarily for the student enrolled in the LAS: Science program.  This course is a continuation of SC 153, including topics on chemical kinetics, chemical equilibrium, liquids and solids, acids and bases, thermodynamics, nuclear chemistry, introduction to organic chemistry and some other chemistry related topics. The accompanying laboratory illustrates some of the principles learned in lecture and emphasizes general laboratory techniques. Prerequisite: SC 153. NOTE: Offered spring semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Biological Science I,155,"This course is designed primarily for the student enrolled in the LAS: Science program who intends to transfer upon graduation. This course serves as an introduction to the study of college biology covering the basic components and processes of life including chemistry, cellular activities, physiology, heredity, molecular biology, biotechnology and the principles of evolution. Students may not receive credit for both this course and SC 141. NOTE: Offered fall semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Biological Science II,156,"This course is designed primarily for the student enrolled in the LAS: Science program who intends to transfer upon graduation. A continuation of an introduction to the study of college biology covering the classification and diversity of life, plant and animal structure and function and the interrelationships between organisms and the environment. Prerequisite: SC 155. Students may not receive credit for both this course and SC 142. NOTE: Offered spring semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Physical Geology,161,"This course in physical geology covers minerals, rocks, erosion, deposition, earthquakes, volcanoes, plate tectonics and other areas of geology.  The accompanying laboratory will include exercises in related topics including topographic maps and identification of rocks and minerals. NOTE: Offered spring semesters only. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,General Science,162,"This course is designed for the student with little or no background in science.  The topics presented include: Biology, Chemistry, Geology, and other core areas within the Natural and Physical Sciences. Upon completion of this course, the student will understand the relevance of science within everyday life.  The accompanying laboratory illustrates principles learned in lecture and emphasizes general scientific principles. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Astronomy,166,"This course studies celestial cycles, timekeeping, astronomical instruments, methods and limitations.  Collecting and interpreting astronomical data accompanies a historic investigation of the solar system, exo-planets, life in the universe, stars' origins, evolution and demise, galaxies and the universe:  its structure, origin, and the forces that drive it.  The accompanying field and laboratory work coordinates hands-on learning with concepts encountered in the classroom along with the economic, social, and political impact of the space age. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Princ of Robotics,180,"This course provides students with an understanding of computer robotic systems.  The hardware and software concepts essential for the construction and operation of robot systems will be emphasized.  Among the topics to be discussed are the mechanical and physical elements of robotic systems, the sensors utilized by robotic systems to interact with items in the physical world, the role of software in the design and operation of robotic systems, the basic software concepts of sequence, selection and repetition, and modern software engineering practices.  Students will apply the concepts of the course in various laboratory based assignments. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Introduction to Engineering,191,"This course provides a thorough study in the disciplines of engineering.  Student will work collaboratively on projects introducing the topics of statistics, mechanics, material balance, electrical theory, and energy.  Students will be engaged in the application of problem solving techniques and the presentation of solutions.  A portion of the course includes computer applications.  Prerequisite:  MA 245 or concurrent enrollment.  Note:  Offered Fall semesters only. Contact Hours: (3,0)",MA 245,3,Natural/Social Science,,
SC,Science,Engineering Science II,192,"This course provides a thorough study in the tools and techniques of engineering design.  Student will work collaboratively on projects introducing the topics of graphical communication, including sketching, computer-aided design, and parametric modeling.  Students will be engaged in the engineering design process.  A portion of the course includes computer applications.  Prerequisite:  SC 191.  Note:  Offered Spring semesters only. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Independent Project in Science,201,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person. A substantial amount of outside reading and research will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester. Permission of the Division Associate Dean is required. Contact Hours: (0,2)",,1,Natural/Social Science,,
SC,Science,Independent Project in Science,202,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person. A substantial amount of outside reading and research will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester. Permission of the Division Associate Dean is required. Contact Hours: (0,4)",,2,Natural/Social Science,,
SC,Science,Independent Project in Science,203,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person. A substantial amount of outside reading and research will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester. Permission of the Division Associate Dean is required. Contact Hours: (0,6)",,3,Natural/Social Science,,
SC,Science,Independent Project in Science,204,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person. A substantial amount of outside reading and research will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester. Permission of the Division Associate Dean is required. Contact Hours: (0,8)",,4,Natural/Social Science,,
SC,Science,Microbiology I,211,"This course is designed to provide students with a working knowledge of major microbiological concepts.  This is achieved through the survey of microorganisms; the study of microbial structure, metabolism and genetics; and the analysis of microbial infection and disease.  Basic laboratory skills and microscopy techniques are developed through hands-on exercises involving the isolation, culturing, characterization and identification of bacteria in addition to other selected activities. Contact Hours: (2,4)",,4,Natural/Social Science,,
SC,Science,Cell Biology,214,"This course provides students with a detailed understanding of the smallest unit of life - the cell. Topics covered include: membrane structure, organelle function, cell cycle regulation and cancer development. The laboratory component of this course will be used to reinforce concepts learned in the classroom, and will offer students the opportunity to employ techniques used in current cell biology research. Prerequisites: SC 141 or for LAS: Science Majors, SC 155 and SC 156. or SC 253. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Organic Chemistry I,225,"This course in organic chemistry is designed for science majors. Topics covered include hydrocarbon structures and properties, alkanes, alcohols, alkenes, elimination reactions, addition reactions, stereochemistry, substitution reactions, alkynes, arenes, spectroscopy and organometallic compounds. Theories of reactions and reaction mechanisms are discussed.  The accompanying laboratory illustrates some of the principles learned in lecture and emphasizes organic laboratory techniques. Prerequisite: SC 154. Note: Offered fall semesters only. Contact Hours: (3,3)",SC 154,4,Natural/Social Science,,
SC,Science,Organic Chemistry II,226,"This course continues with organic chemistry for science majors.  The lecture covers preparation and reactions of alcohols, ethers, aldehydes, ketones, enols, carboxylic acids, amines and phenols.  It also includes the chemistry of carbohydrates, lipids, proteins and nucleic acids.  The accompanying laboratory illustrates some of the principles learned in lecture and emphasizes organic laboratory techniques.  Prerequisite:  SC 225.  Note:  Offered Spring semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Strength of Materials,230,"Students study the basic principles of statics and structural mechanics; how load forces and moments of inertia affect axial, shearing and bending stresses; deflections of structural and machine members by measurement of tension, compression, shear, percent of reduction and elongation of materials.  Prerequisite:  SC 234 Calculus Physics II.  Note:  Offered Spring semesters only. Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,Calculus Physics I,233,"Calculus Physics I studies university physics through lecture, demonstration, laboratory and problem solving.  Newton's Laws and other principles serve as models for the investigation of translational motion, mass, work, energy, momentum, rotation, oscillation, simple harmonic motion and waves.  Prerequisite: MA 245.  Note:  Offered Spring semesters only. Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Calculus Physics II,234,"This course is a continuation of SC 233, the Calculus-based study of university physics through lecture, demonstration and problem solving.  Newton's Laws, conservation of energy and other principles serve as models for the investigation of electricity, magnetism, electromagnetic waves, physical and geometric optics.  Prerequisite:  SC 233.  Note:  Offered Fall semesters only. Contact Hours: (3,3)",SC 233,4,Natural/Social Science,,
SC,Science,Statics,238,"This course provides a thorough study in the analysis of the Laws of Equilibrium using applied vector algebra.  Topics covered include the equilibrium of particles and rigid bodies in two and three dimensions, analysis of simple structure, internal forces in beams, friction, centroids, and moments of inertia.  Prerequisites:  MA 245 and MA 246.  Note:  Offered Fall semesters only. Contact Hours: (3,0)",MA 245,3,Natural/Social Science,,
SC,Science,Dynamics,239,"This course provides a thorough study in the analysis of dynamic equilibrium.  Topics covered include kinematics and kinetics of particles and rigid bodies, relative motion, moving coordinate systems, work-energy and impulse-momentum technique, and introduction to angular and vibratory motions.  Prerequisite:  SC 233.  Note:  Offered Spring semesters only. Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,Kinesiology,247,"This course is a study and analysis of human body movement. It involves bio-mechancial principles of movement based on anatomical concepts; specifically, joints, bone, cartilage, muscles, tendons, ligaments and components of the nervous system. Prerequisite: SC 253 Contact Hours: (3,0)",,3,Natural/Social Science,,
SC,Science,Anatomy & Physiology I,253,"This course provides a thorough study of the structure and function of the human body.  Topics include general anatomical structure and mapping of the human body, chemistry, the cell and the anatomy and physiology of the integumentary, skeletal, muscular and nervous systems.  In the laboratory, students are engaged in identification and recognition of anatomical structures and physiology of the cell and body systems using microscopy, models and dissection specimens.  The course is designed to provide an essential knowledge base for nursing students and/or students entering other allied health fields.  Required prerequisites: high school chemistry or the equivalent taken within the past five years and high school biology or the equivalent taken within the past five years.  Recommended prerequisites: college chemistry (SC 125 or SC 153) and/or college biology (SC 141 or SC 155). Contact Hours: (3,3)",,4,Natural/Social Science,,
SC,Science,Anatomy & Physiology II,254,"This course is a continuation of SC 253.  The course provides a thorough study of the structure and function of the human body, building on the general knowledge base provided in Anatomy and Physiology I, with a more in-depth study of regulation of body function and homeostatic imbalance.  Topics include the special senses, and the endocrine, cardiovascular, immune, respiratory, digestive, urinary and reproductive systems.  In the laboratory, students are engaged in identification and recognition of anatomical structures and physiology using dissection specimens, microscopy and experimentation.  Prerequisite: SC 253 (recommended grade of C or better). Contact Hours: (3,3)",SC 253,4,Natural/Social Science,,
SC,Science,Genetics,255,"This course is designed to give students an overview of the basic principles underlying the study of genetics.  Students will also be exposed to the theories and techniques used by both classical geneticists and modern day molecular geneticists.  Laboratory experiments will be utilized to further reinforce the concepts learned in the classroom, and will afford the student the opportunity to gain the skills required to perform cutting-edge genetic research.  Prerequisite:  SC 141 or for LAS: Science majors SC 155. Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Environmental Science,258,"This course provides an in-depth examination of current environmental issues, possible ramifications of such issues, and the relationship of various fields of study (economics, politics, geology, biology, chemistry, ecology, etc.) to Environmental Science.  Students will conduct literature reviews, participate in research projects and contribute to class discussions.  Laboratory exercises involve personal communication with people associated with government agencies, environmental organizations and pro-active citizens groups for the preparation and delivery of Powerpoint presentations.-1 Large, fully-enclosed glass or plastic container, with cap.  A large ball canning jar, plastic canister, etc... will work well.  The container must be air tight when closed.-Pea-sized gravel (approximately 1.5 cups).  Fish tank gravel works well.-Activated charcoal (approximately 0.5 cups).  You can find this with fish tank supplies.-Potting soil (approximately 4 cups).  You can dig this in your yard or purchase it in any garden supply store. This should NOT include any chemical fertilizers.-Natural twigs and tree bark-1 or 2 humidity-loving houseplants-1 or 2 worms.  You can dig this in your yard or purchase in any fishing supply locations.-Plant sprayer (optional)-Stick to arrange gravel, soil, and plants in the base of your container (optional)-Newspaper or plastic sheet (optional) Contact Hours: (3,2)",,4,Natural/Social Science,,
SC,Science,Ecology,261,"This course is designed to represent an ecosystem approach to the study of biogeochemical cycles, energy flow, environmental influences, populations, communities and habitats. Extensive lab work is carried out in the field including a four-day field trip.  Prerequisite: SC 141 or for LAS: Science majors - SC 155 and SC 156. Contact Hours: (3,3)",,4,Natural/Social Science,,
SS,Social Science,History of Western Civ I,111,"This course is designed to examine the economic, political, and social development of the major periods of Western Civilization. Emphasis is on developing an understanding of the Ancient and Classical World, the Middle Ages and the Renaissance and Reformation. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,History of Western Civ II,112,"This course is designed to examine the economic, political and social development of the major periods of Western Civilization. Emphasis is on developing an understanding of the Age of Absolutism, the Enlightenment, the French Revolution, Industrial Revolution, Nationalism, the Wars of the 20th Century and the Modern World. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Vietnam War His Perspect,118,"This course is designed to explore the origins of the Vietnamese revolution and the United States involvement in that conflict. The American participation in that struggle is examined in the context of the economic, political and sociological systems of traditional Vietnamese culture as well as the context of U.S. foreign and domestic policy. The impact of U.S. involvement on both nations is considered. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,American History I,121,"This course is designed to develop the student's understanding of the political, economic, social, and intellectual history of the United States. Emphasis is placed on the European background, the founding of the American colonies, the establishment of a new nation and the testing of the Union. The Winter Mini 2015 V2 Online section of this course will also require (in addition to the textbook/material requirements:1. The Patriot (Movie)2. Gettysburg (Movie)3. Andrew Jackson - Good Evil & The Presidency (PBS Documentary)The above items can be purchased, rented, or they may sometimes be available on YouTube. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,American History II,122,"This course is designed to examine the reconstruction of the South, the effects of industrialization, the reform movements of the Twentieth Century and the emergence of the United States as a world power. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Early World Civilizations,130,"This course is designed to study the development of non-European civilizations from prehistory to the modern era (c.a. 1500). The course will focus on the origins, geographical context, major religions, culture and interactions of world civilizations. Civilizations studied will include, but not be limited to, those of India, China, Japan, Mesoamerica, Africa and the Middle East. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Modern World Civilizations,132,"This course is designed to study the development of non-European civilizations in the modern era (c.a. 1500-present).  This course will focus on the origins, geographical context, major religions, culture, and interactions of world civilizations. This course will also focus on contact and encounters between European and non-European civilizations.  Topics studied will include, but not be limited to, Eurasian trade and commerce, colonialism, the transatlantic slave trade, World War I, World War II, the Israeli-Palestinian conflict, modern day China, and modern day Islam. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Criminology,136,"This course is designed to introduce students to critical concepts and policy issues in the field of criminology.  We will survey categories of crime (i.e., white-collar crime, crimes against persons), means of defining crime, study criminological theories, as well as explore significant and/or controversial issues within the field of criminology. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,American Government,141,"This course is designed to introduce students to the United States government by examining the Constitution, the Supreme Court, Congress, the President, the electoral process, political parties and interest groups. Civil liberties and the struggle for equal rights will also be discussed. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,State & Local Government,142,"An examination of the institutions, structure, organization and operation, finances and politics of state and local governments with a particular emphasis on New York State. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,World Politics,145,"This course is designed to introduce students to the contemporary world political system, including various analytic perspectives, great-power rivalries, the making of foreign policy, the role of non-state actors, the increasing interdependence of nation-states, the uses of force and diplomacy and the changing character of power. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Intro Psychology,151,"This course is designed to provide an engaging introduction to the essential topics in psychology, including perception, emotion, learning, child development, personality, psychopathology and social interaction.  Students will explore how such knowledge relates to debates about nature versus nurture, free will, and consciousness.  Students are also exposed to the historical development of the biological, evolutionary, cognitive and psychoanalytic theoretical perspectives, with a focus on the importance of scientific methods and the principles of research design, throughout this course. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Developmental Psychology,152,"This course is designed to introduce students to the physical, psychomotor, cognitive, social, and emotional aspects of human development, from conception to death. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Social Psychology,153,"This course is designed to familiarize students with the nature and causes of individual behavior in social situations. Major topics include social perception and cognition, attitude formation and change, social influence, altruism and aggression. Prerequisite: SS 151 or equivalent. Contact Hours: (3,0)",SS 151,3,Natural/Social Science,,
SS,Social Science,Abnormal Psychology,155,"This course is designed to examine the behavior patterns which interfere with personal efficiency including characteristics, probable etiologies and common modes of treatment of the behavior patterns studied. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Psychology Seminar,158,"This course is designed to examine specified topics in psychology with an instructor who has a special interest and expertise in that area and provide a comprehensive overview of the specified topic. Examples of prior seminars include the following: Behavior Modification, Learning, Theory & Practice of Counseling, Human Sexuality, Adolescent Psychology and Research in Psychology. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Diversity In Families,160,"This course is designed to familiarize students with the diverse needs of the child within the context of family, school and community.  The interplay of diverse cultures, lifestyles, abilities, language and communication with the role of the early childhood environment and other community institutions will be examined.  Students will gain an understanding of their professional role in supporting evidence-based practices that strengthen respectful, collaborative, family/child partnerships through effective use of community and family resources. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Introductory Sociology,161,"This course is designed to familiarize students with the concepts and methods of sociology. The concepts include culture, socialization, deviance and social stratification. The concepts are used to analyze major aspects of society, including racial and ethnic relations, the family, politics and the state, education, population and social change and social movements. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Social Problems,162,"This course is designed as an analysis of major contemporary social problems, including illness and health care, alcohol and other drugs, crime and violence, family problems, social inequality, poverty and unemployment, problems in education and populations and environmental problems. Emphasis is given to placing these problems in a global context, analyzing them from the three main theoretical perspectives of sociology and strategies for societal action that may offer solutions. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Marriage and Family,163,"This course is designed as a social, scientific, and cross cultural analysis of marriage and the family. Major topics include trends in family change, dating, sexual mores and mate selection, family life stages, marriage, intimacy and happiness, dissolution of marriage, remarriage and parent-child relationships. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Understanding Addictions,164,"This course is designed to provide students with a foundational understanding of substance and behavioral addictions, from both historical and contemporary perspectives. Topics will include definitions and models of addiction; contributing variables leading to addiction; the neurobiology of addiction; prevention and treatment approaches for addictions; and the impact of addiction on society. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Intro Mass Media,165,"This course is designed to help the student develop an understanding of the effects of mass media such as TV, radio, newspapers, magazines and advertising.  Students investigate and discuss topics such as sex and violence as content, psychological manipulation and legal aspects of the media. Cross-listed with HU 165. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Juvenile Delinquency,167,"This course is designed to familiarize students with the study of juvenile delinquency in the United States. Topics include the definition of delinquency, measuring delinquency, causes and correlates of delinquency, methods of dealing with delinquency and an overview of the juvenile justice system. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Introduction to Geography,170,"This course is designed to introduce the student to the major topics of geography. Topics include: physical, demographic, cultural, economic and environmental geography. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Regional Geography,172,"This course is designed to examine various regions of the world by concentrating on the social, political and economic problems as they relate to the geographic characteristics of those areas. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Organized Crime,180,"This course is designed to familiarize the student with the origins, history, theoretical explanations, and structure of organized crime.  This course will also cover transnational organized crime and how this relates to the organizd crime issue in the United States. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Intro Macroeconomics,185,"This course is designed to familiarize students with the economy as a whole including such topics as national income, inflation, production and employment, money and banking, supply and demand, fiscal and monetary policy, economic growth and development and international trade. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Intro Microeconomics,186,"This course is designed to familiarize students with consumer demand, theory of the firm, resource and income allocation and the economics of the environment. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Introduction to Gender Studies,190,"This is an introductory course to educate students on the basic concepts of the study of gender through a feminist perspective.  It is a close examination of the status of women and men in today's society across all borders: race, class, sexual orientation, religion.  It covers topics such as politics, media and music, health and the body, globalization, relationships, work and wages. It will examine the social institutions and cultural representations affecting gender today by taking a brief look at how both men and women's roles have been socially and culturally constructed.  Through a multi-disciplinary perspective, students will learn to think critically about how their lives are shaped in regards to gender: historically, psychologically, culturally, and globally. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Cultural Anthropology,191,"This course is designed to examine the concepts of culture, language, subsistence strategies, economic systems, social stratification, gender, marriage, family, kinship and residence patterns, religion and magic and the arts and how they relate to various cultural groups around the world. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Intro to  Archeology,192,"This course is designed to examine archaeological techniques, including excavation, dating techniques, artifact analysis and interpretation, site location and evaluation, and others, used to increase knowledge of human cultural and physical evolution and contemporary world cultures. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Rsch&Anlyticl Meth Crim Anlys,200,"This course is designed to introduce students to the basic concepts of research methodology and experimental design in crime analysis and criminal justice related research.  The use of descriptive statistical methodologies to evaluate quantitative and qualitative data is explored.  A limited introduction to hypothesis testing is also included. Contact Hours: (3,0)",,3,Natural/Social Science,,
SS,Social Science,Indep Project in Social Sci,201,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person. A substantial amount of outside reading and research will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester.  Permission of the Division Dean is required. Contact Hours: (0,2)",,1,Natural/Social Science,,
SS,Social Science,Indep Project in Social Sci,202,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person.  A substantial amount of outside reading and research will be required.  In addition, students will meet with a faculty member who will monitor the student's progress.  The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester.  Permission of the Division Dean is required. Contact Hours: (0,4)",,2,Natural/Social Science,,
SS,Social Science,Ind Project Social Science,203,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person. A substantial amount of outside reading and research will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester. Permission of the Division Dean is required. Contact Hours: (0,6)",,3,Natural/Social Science,,
SS,Social Science,Psychology of Work,204,"In this course, students will discover that knowledge of psychology can result in better managers, employees and employers. Salient topics include employee selection and training, work motivation & performance evaluation, diversity, leadership and workplace stress.  Industrial and organizational psychology (also known as I/O psychology or work psychology) is the scientific study of employees, workplaces, and organizations. 'Industrial and organizational psychologists contribute to an organization's success by improving the workplace and the performance, satisfaction and well-being of its people. An I/O psychologist researches and identifies how employee behaviors and attitudes can be improved through hiring practices, training programs, and feedback and management systems.  I/O psychologists also help organizations transition among periods of change and development.' (Wikipedia) This course is only offered in the online format.  Students are required to logon and participate in the online course learning activities frequently. Contact Hours: (3,0)",,3,Natural/Social Science,,
